"";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"expectativa";0,05;0,06;0,04;0,05;0,21;0,11;0,12;0,08
"cual";0,31;1,61;0,86;0,21;0,15;0,36;0,37;0,42
"importante";0,99;1,79;0,88;0,78;0,97;0,87;0,55;0,59
"aclarar";0,04;0,06;0;0,01;0,03;0,07;0,04;0,03
"depender";0,18;0,12;0,06;0,23;0,12;0,21;0,13;0,13
"estadístico";0,1;0,12;0,04;0,07;0,12;0,09;0,09;0,1
"decir";0,77;0,48;0,17;0,46;1,03;0,8;0,43;0,32
"criterio";0,02;0,06;0,13;0,06;0,12;0,2;0,27;0,25
"certeza";0,03;0;0,02;0;0;0,02;0,01;0,01
"justicia";0,01;0;0,02;0,02;0,06;0,1;0,1;0,02
"sino";0,42;1,14;0,17;0,23;0,39;0,6;0,83;1,27
"determinar";0,24;0,18;0,02;0,3;0,21;0,22;0,11;0,12
"probable";0,15;0,06;0,11;0,19;0,09;0,13;0,04;0,05
"conjunto";0,42;1,08;0,47;0,73;0,87;0,61;0,45;0,29
"entrenar";0,09;0,42;0,19;0,25;0,54;0,36;0,21;0,14
"advertencia";0,01;0;0;0;0;0;0,01;0,01
"relevancia";0,04;0,18;0,06;0,02;0;0,15;0,19;0,17
"al";3,66;3,41;3,12;3,36;4,95;3,67;3,54;3,75
"comilla";0;0;0;0;0;0,01;0,01;0,01
"justificar";0,14;0,06;0;0,03;0,15;0,04;0,04;0,04
"porque";0,8;0,6;0,04;0,14;0,51;0,59;0,24;0,16
"bien";0,82;0,9;0,54;0,7;1,03;0,74;0,5;0,48
"prestar";0,13;0,06;0,09;0,09;0,03;0,07;0,03;0,05
"consentimiento";0,05;0;0,04;0,12;0,03;0,01;0,08;0,03
"aceptar";0,13;0,12;0,02;0,08;0,03;0,1;0,07;0,08
"condición";0,16;0,12;0,3;0,25;0,03;0,17;0,14;0,15
"desconocer";0,04;0;0,04;0,08;0,09;0,06;0,03;0,06
"manera";1;1,61;0,58;0,59;1,06;1,18;1,33;1,43
"tipo";0,69;0,54;0,93;0,48;1,03;0,9;0,67;0,72
"caso";0,53;0,84;0,95;0,47;1,99;0,71;0,86;0,96
"actividad";0,62;0,78;0,6;0,25;0,33;1,17;1,16;1,41
"campo";0,48;0,9;1,14;0,26;0,3;0,56;0,51;0,48
"concreto";0,02;0,24;0,04;0,08;0,18;0,14;0,23;0,19
"ca";0,03;0;0,41;0,06;0,3;0,05;0,06;0,12
"conveniente";0,01;0;0;0,01;0;0,04;0,01;0,02
"habitualmente";0,02;0;0;0,02;0,06;0,03;0,01;0,02
"reproducir";0,02;0,12;0,09;0,03;0,09;0,06;0,03;0,04
"discurso";0,02;0;0;0,09;0,03;0,06;0,07;0,05
"ni";0,33;0;0,15;0,25;0,42;0,4;0,2;0,25
"2024";0;0;0,04;0,1;0;0,01;0,9;0,8
"jensen";0;0;0;0;0;0;0;0,01
"huang";0;0;0;0,03;0;0,02;0,02;0,05
"ceo";0;0,06;0;0;0;0,01;0;0,01
"nvidia";0,01;0,06;0,04;0,01;0;0;0;0,02
"entrever";0,04;0;0,04;0;0;0,08;0,18;0,05
"descubrir";0,25;0,06;0,04;0,12;0,69;0,13;0,1;0,06
"entender";0,3;1,37;0,06;0,2;0,42;0,52;0,36;0,23
"cado";0;0;0,09;0;0;0;0,01;0,02
"patrón";0,66;1,2;0,19;0,26;0,48;0,29;0,26;0,22
"concluir";0,05;0,18;0;0,03;0,09;0,09;0,05;0,06
"obtener";0,42;0,3;0,39;0,13;0,78;0,39;0,5;0,54
"digitalizada";0;0;0,02;0;0;0,01;0;0,01
"existente";0,17;0,36;0,3;0,29;0,18;0,13;0,22;0,18
"profundizar";0;0,06;0,02;0;0;0,1;0,15;0,11
"primero";0,98;0,84;0,56;0,48;0,42;0,84;0,67;0,74
"contemporáneo";0,02;0;0;0,02;0,15;0,06;0,05;0,1
"mismo";1,8;0,96;0,65;0,48;0,9;0,91;0,64;0,71
"tiempo";1,19;1,31;0,82;0,56;1,12;0,92;0,87;1,44
"herramienta";0,48;1,31;0,24;0,87;0,51;2,12;3,23;3,18
"actor";0,02;0,06;0,15;1,16;0;0,14;0,14;0,15
"ocurrir";0,27;0;0,17;0,1;0,12;0,15;0,08;0,11
"pasar";1,18;0,54;0,15;0,17;0,42;0,44;0,24;0,28
"surgimiento";0,02;0;0;0,01;0;0,03;0,01;0,03
"luego";0,42;0,06;0,09;0,1;0,39;0,34;0,21;0,11
"boom";0,01;0;0;0,02;0,03;0,01;0,01;0,01
"línea";0,67;0,36;0,41;0,88;0,3;0,63;0,4;0,5
"educación";1,18;5,14;1,42;3,08;2,47;4,63;3,75;3,66
"encontrar";1,1;0,3;0,69;0,38;1,3;0,56;0,55;0,57
"propuesta";0,07;0,12;0,13;0,05;0,36;0,37;0,47;0,43
"genérico";0,01;0;0;0,01;0,06;0,05;0,03;0,03
"llamar";0,46;0,36;0,04;0,08;0,39;0,25;0,12;0,11
"optimisto";0,01;0;0;0;0,06;0,02;0,01;0,01
"confiar";0,12;0;0;0,04;0,06;0,04;0,03;0,01
"mediante";0,28;0,42;0,26;0,86;0,69;0,44;0,53;0,45
"schapachnik";0;0;0,06;0;0;0;0;0,01
"2020";0,05;0,06;0,26;0,63;1;0,86;0,62;0,73
"artículo";0,24;0,06;0,04;0,57;0,12;0,28;0,33;0,25
"autor";0,06;0,3;0,13;0,23;0,78;0,41;0,42;0,36
"noción";0,06;0,12;0;0,03;0;0,03;0,03;0,04
"pensamiento";0,62;0,54;0,24;0,2;0,15;0,5;0,53;1,1
"computacional";0,09;0,12;0,13;0,13;0,15;0,03;0,17;0,07
"moda";0,04;0;0;0,01;0,03;0,02;0,02;0,09
"2015";0,2;0,06;0,56;0,62;0,3;0,13;0,15;0,2
"repetir";0,03;0,06;0,02;0,02;0,03;0,05;0,04;0,04
"robótica";0,06;0,66;0,22;0,17;0,09;0,12;0,05;0,03
"ahora";0,93;0,48;0,04;0,14;0,45;0,4;0,23;0,11
"incentivo";0,03;0,06;0,15;0,08;0;0,01;0,02;0,02
"gobierno";0,18;0;3,14;0,7;0;0,25;0,21;0,05
"gestionar";0,18;0,12;0,15;0,08;0,06;0,06;0,12;0,08
"aprender";1,27;1,67;0,22;0,39;1,42;1,16;0,71;0,59
"dicho";0,12;0,54;0,19;0,09;0,18;0,22;0,27;0,2
"foco";0,02;0,06;0;0,03;0;0,03;0,07;0,06
"cas";0;0;0,15;0,02;0;0,01;0,04;0,05
"predecir";0,34;0,54;0,15;0,17;0,48;0,1;0,07;0,07
"comportamiento";0,38;1,2;0,09;0,22;0,69;0,26;0,15;0,17
"seguimiento";0,27;0,18;0,09;0,21;0,36;0,12;0,14;0,11
"trayectoria";0,05;0,06;0,28;0,03;0;0,05;0,06;0,05
"personalizar";0,1;0,3;0,28;0,23;0,3;0,49;0,67;0,48
"aprendizajes";0;0,06;0,09;0,01;0;0,08;0,09;0,11
"ayudar";1,48;0,36;0,75;0,74;1,09;0,95;0,74;0,45
"cación";0;0;0,11;0,01;0;0,03;0,07;0,12
"docente";0,26;1,73;0,77;1,07;0,54;1,5;2,37;2,73
"menos";0,76;0,6;0,34;0,48;0,27;0,41;0,24;0,21
"claridad";0;0;0,02;0,01;0;0,03;0,1;0,07
"parecer";0,45;0,66;0,13;0,27;0,21;0,44;0,23;0,16
"comprensión";0,98;0,3;0,06;0,2;0,3;0,84;0,61;0,59
"funcionar";0,38;0,24;0,04;0,16;0,54;0,37;0,2;0,15
"bene";0;0;0,02;0;0;0;0;0,01
"cio";0;0;0,04;0;0,03;0,02;0,01;0,01
"ética|ético";0,09;0,42;0,41;0,32;0,42;0,6;0,71;0,53
"complejo";0,6;0,9;0,22;0,23;0,45;0,42;0,45;0,49
"considerar";0,5;0,54;0,71;0,48;0,69;0,62;0,67;0,86
"contexto";0,54;1,08;0,43;0,59;0,66;0,64;1,11;0,97
"político";0,26;1,61;1,89;2,47;0,36;0,65;0,81;0,45
"económico";0,26;0,72;1,16;0,36;0,03;0,2;0,22;0,15
"producción";0,12;0,18;0,54;0,24;0,06;0,2;0,33;0,12
"tornar";0;0;0;0;0,03;0;0,01;0,02
"ejercicio";0,05;0,18;0,09;0,06;0,06;0,28;0,26;0,24
"ciudadanía";0;0;0,02;0,01;0;0,02;0,07;0,1
"pleno";0,05;0;0,04;0,04;0,03;0,03;0,02;0,02
"sentido";0,22;0,72;0,26;0,18;0,24;0,47;0,37;0,35
"sostener";0,05;0;0,04;0,08;0,03;0,05;0,06;0,05
"visibilizar";0;0;0;0;0;0;0;0,01
"democratizar";0,01;0;0,02;0;0;0,01;0,02;0,02
"anticipar";0;0,06;0,04;0,02;0;0,04;0,04;0,03
"seleccionar";0,08;0;0,06;0,06;0,21;0,2;0,19;0,18
"conferencia";0,13;0,12;0;0,41;0,06;0,09;0,06;0,03
"debatir";0,29;0,18;0,28;0,47;0,24;0,34;0,31;0,3
"espacio";0,2;0,24;0,22;0,12;0,15;0,19;0,3;0,41
"discusión";0,17;0;0,17;0,09;0,03;0,26;0,18;0,23
"favorecer";0,01;0;0,06;0,03;0,03;0,05;0,1;0,12
"we";0,01;0,06;0;0,28;0,03;0,04;0,06;0,31
"out";0;0;0;0,04;0,06;0,02;0,04;0,07
"how";0,08;0;0,13;0,32;0;0,11;0,07;0,32
"use";0,02;0,24;0,06;0,11;0;0,26;0,14;0,48
"computer";0,02;0,24;0,15;0,1;0,06;0,07;0,04;0,07
"understand";0;0,06;0;0;0;0,01;0,01;0,03
"not";0,01;0;0,02;0,14;0;0,05;0,08;0,17
"but";0;0;0,02;0,13;0,03;0,03;0,04;0,08
"all";0,01;0;0;0,12;0;0,03;0,04;0,11
"knowledge";0,01;0,3;0,04;0,08;0,15;0,07;0,1;0,15
"by";1,01;0,06;0,11;0,34;0,15;0,31;0,45;0,38
"at";0;0,06;0;0,24;0,06;0,66;0,09;0,21
"economic";0;0;0,15;0,07;0;0,03;0,02;0,04
"summit";0;0;0,02;0,02;0;0,01;0;0
"stanford";0,07;0,12;0,13;0,16;0,06;0,1;0,06;0,04
"institute";0,05;0;0,17;0,15;0,03;0,05;0,04;0,04
"for";0,08;0,12;1,01;1,28;0,21;0,65;0,74;1,32
"policy";0;0;0,26;0,15;0;0,03;0,04;0,05
"research";0,04;0,12;0,49;0,54;0,15;0,19;0,25;0,33
"ver";1,32;0,66;0,43;0,52;1,15;1,1;0,64;0,63
"enriquecidas";0;0;0;0;0;0;0,01;0,01
"aporte";0,02;0,18;0,28;0,07;0;0,08;0,05;0,57
"ámbito";0,05;0,42;0,77;0,26;0,84;0,29;0,69;0,68
"tanto";1,15;2,21;0,67;0,8;0,75;0,82;0,84;0,82
"académico";0,24;0,12;0,62;0,39;0,09;0,72;1,12;0,97
"empresarial";0,08;0;0,37;0,09;0;0,05;0,1;0,09
"capaz";0,51;0,36;0,32;0,18;0,63;0,43;0,28;0,28
"distinto";0,04;0;0,26;0,16;0,24;0,22;0,19;0,17
"método";0,26;0,42;0,22;0,18;0,54;0,28;0,39;0,36
"habitual";0,07;0;0,06;0,02;0;0,04;0,03;0,06
"similar";0,22;0,54;0,19;0,2;0,06;0,29;0,17;0,18
"término";0,43;0,12;0,65;0,34;0,45;0,31;0,26;0,27
"asociar";0,13;0,24;0,32;0,2;0,27;0,15;0,25;0,2
"imaginario";0,02;0;0;0,01;0;0,02;0,02;0,01
"máquina";0,6;1,85;0,26;0,49;0,81;0,58;0,36;0,16
"inteligente";0,79;1,31;1,33;0,5;0,33;0,53;0,26;0,15
"robots";0,18;0,3;0,19;0,52;0,24;0,27;0,05;0,02
"humanoides";0;0;0;0,03;0;0;0;0
"mostrar";0,27;0,6;0,26;0,45;1,06;0,52;0,48;0,54
"cine";0,01;0;0;0;0;0,02;0,01;0,02
"interactúa";0,02;0;0,02;0;0,03;0,02;0,01;0,02
"distar";0,01;0;0;0;0;0;0;0,01
"fuerte";0,11;0,12;0,43;0,11;0,03;0,11;0,07;0,07
"conceptual";0,04;0,12;0;0,03;0,06;0,11;0,1;0,12
"técnico";0,11;0,6;0,11;0,17;0,09;0,14;0,2;0,15
"directamente";0,04;0,06;0,06;0,08;0,09;0,08;0,1;0,07
"realmente";0,19;0,18;0;0,12;0,03;0,09;0,1;0,09
"analizar";0,66;0,36;0,62;0,37;0,36;0,71;0,76;0,67
"detalle";0,15;0,06;0,02;0,14;0,27;0,13;0,17;0,08
"distinguir";0,05;0,18;0;0,07;0,12;0,06;0,08;0,06
"dos";0,63;0,06;0,9;0,39;1,3;0,59;0,48;0,65
"creador";0,03;0,18;0;0,08;0,12;0,06;0,09;0,05
"desarrolladores";0,05;0,06;0,02;0,14;0;0,06;0,07;0,05
"antiguo";0,11;0,06;0,02;0,02;0,06;0,04;0,02;0,02
"ambicioso";0,02;0;0,06;0,02;0;0,01;0,01;0,01
"denominar";0,05;0,06;0,06;0,09;0,18;0,06;0,09;0,08
"general";0,4;0,78;0,47;1,04;0,84;0,53;0,62;0,55
"amplio";0,18;0,6;0,24;0,48;0,27;0,27;0,31;0,3
"conciencia";0,35;0,18;0,04;0,16;0;0,07;0,1;0,13
"segundo";0,4;0,24;0,19;0,08;0,33;0,26;0,22;0,26
"objetivo";0,67;0,84;0,99;1,04;0,87;0,9;1,01;0,97
"centrar";0,29;0,42;0,34;0,43;0,39;0,33;0,5;0,45
"dominio";0,24;0,18;0;0,11;0,21;0,1;0,14;0,09
"preciso";0,37;0,18;0;0,08;0,03;0,18;0,29;0,17
"según";0,26;0,3;0,45;0,27;0,27;0,48;0,47;0,39
"enfocar";0,01;0,18;0,09;0,06;0;0,12;0,16;0,16
"corresponder";0,01;0;0,04;0,03;0,03;0,08;0,06;0,06
"ación";0;0;0;0,01;0;0,01;0;0,01
"2022";0;0,06;0,09;0;0,27;0,84;0,74;1
"hasta";0,93;0,24;0,62;0,55;0,42;0,56;0,48;0,46
"momento";0,64;0,12;0,17;0,08;0,24;0,33;0,25;0,27
"implementación";0,02;0,48;0,34;0,17;0,06;0,32;0,59;0,57
"práctica";0,24;0,6;0,06;0,12;0,27;0,35;0,45;0,68
"funcional";0,01;0,06;0;0,01;0;0,02;0,03;0,02
"década";0,33;0,36;0,26;0,09;0,27;0,17;0,09;0,13
"siglo";0,26;0,6;0,22;0,01;0,39;0,22;0,14;0,2
"xxi";0,12;0,3;0,15;0,03;0,12;0,1;0,1;0,14
"llegar";0,81;0,06;0,45;0,18;0,27;0,39;0,2;0,15
"éxito";0,38;0,36;0,22;0,14;0,36;0,18;0,15;0,16
"tomar";0,76;0,42;0,69;0,97;0,6;0,89;0,7;0,57
"mano";0,19;0,24;0,24;0,12;0,24;0,13;0,08;0,07
"mejora";0,15;0,06;0,28;0,19;0,09;0,28;0,54;0,51
"procesador";0,02;0,12;0;0,06;0,03;0,01;0,01;0,01
"moderno";0,13;0;0,11;0,04;0,12;0,06;0,05;0,06
"accesibilidad";0,01;0;0;0,16;0,03;0,06;0,16;0,05
"socialización";0,01;0;0;0;0,03;0,02;0,04;0,06
"necesitar";1,28;1,31;0,37;0,22;0,66;0,51;0,29;0,25
"metodología";0,06;0,06;0;0,13;0,12;0,16;0,36;0,46
"propio";0,82;0,3;0,58;0,27;0,45;0,68;0,64;0,87
"posiblemente";0,05;0;0,04;0,03;0,06;0,03;0,01;0,02
"predominante";0;0;0;0;0;0;0,01;0,01
"aprendizaje";2,31;8,67;1,74;3,12;4,4;4,29;3,87;3,84
"automático";0,68;1,26;0,62;0,95;1,3;0,68;0,4;0,23
"machine";1,02;0,24;0,13;0,31;0,06;0,27;0,31;0,16
"learning";0,13;0,6;0,71;0,62;0,18;0,7;0,63;0,94
"ml";0;0;0;0,01;0;0,02;0,02;0,01
"representar";0,18;0,36;0,34;0,23;0,42;0,3;0,27;0,27
"literatura";0,04;0,12;0,11;0,06;0,18;0,09;0,15;0,2
"casi";0,24;0,24;0,3;0,1;0,12;0,17;0,09;0,21
"rasgo";0,03;0;0;0,01;0;0,02;0,03;0,02
"etc";0,31;0;0,11;0,19;0,12;0,21;0,23;0,13
"muy";1,15;1,97;0,58;0,23;1,18;0,59;0,45;0,45
"pocos";0,25;0,18;0,13;0,18;0;0,15;0,07;0,07
"excepción";0,04;0;0,02;0,01;0;0,02;0,02;0,03
"famoso";0,1;0;0,02;0;0,03;0,06;0,01;0,01
"hal";0,01;0,12;0;0;0,06;0;0;0,01
"película";0,13;0;0;0,03;0,03;0,05;0,03;0,07
"2001";0,07;0;0,04;0,05;0,03;0,05;0,03;0,06
"odisea";0,01;0;0;0;0;0,02;0;0,01
"espacial";0,04;0;0;0;0,03;0,03;0,02;0,01
"dirigir";0,2;0,06;0,22;0,16;0,24;0,12;0,13;0,09
"1968";0,01;0;0;0;0;0,02;0;0,01
"escribir";0,36;0,36;0,06;0,1;0,42;0,64;0,38;0,17
"arthur";0;0,06;0;0;0;0;0;0,01
"c";0,23;0,18;0,39;0,54;0,69;0,66;0,89;0,63
"clarke";0;0,06;0;0;0;0;0,01;0,01
"novelar";0,02;0;0;0;0,93;0,05;0,02;0,01
"previo";0,09;0;0,02;0,05;0,12;0,22;0,17;0,17
"aunque";0,4;0,78;0,34;0,5;0,33;0,42;0,47;0,36
"voz";0,12;0,12;0,22;0,4;0,36;0,25;0,24;0,09
"cuerpo";0,15;0;0;0,02;0,03;0,05;0,05;0,04
"nave";0;0;0;0;0;0,02;0;0,01
"conocer";0,51;0,72;0,32;0,18;0,75;0,41;0,38;0,39
"cuento";0;0;0;0;0,03;0,06;0,03;0,02
"ciclo";0,02;0,12;0,06;0,02;0,06;0,12;0,12;0,09
"cultura";0,11;0,18;0,13;0,15;0,09;0,14;0,21;0,34
"m";0,21;0,3;1,12;0,76;0,33;0,59;1,13;1,19
"ir";1,14;0,48;0,75;0,32;0,97;0,83;0,58;0,54
"avatar";0,02;0;0;0,03;0;0,01;0,01;0,03
"interfaz";0,1;0,42;0,02;0,06;0,18;0,06;0,14;0,03
"distintivo";0;0;0;0;0;0;0,01;0,01
"además";0,23;0,24;0,52;0,62;0,48;0,81;0,74;0,89
"ciudadano";0,04;0,06;0,67;0,14;0,06;0,08;0,11;0,1
"pesar";0,16;0,24;0,11;0,2;0,06;0,17;0,17;0,13
"biológico";0,03;0,12;0;0,06;0,06;0,03;0,03;0,01
"generativas";0;0,06;0;0,03;0;0,09;0,09;0,02
"captar";0,03;0,06;0;0,07;0,03;0,03;0,02;0,03
"interés";0,12;0,48;0,26;0,48;0,21;0,27;0,37;0,32
"población";0,24;0,06;0,62;0,15;0,12;0,06;0,13;0,16
"música";0,12;0,18;0,02;0,03;0,03;0,05;0,06;0,15
"video";0,01;0;0,06;0,3;0;0,26;0,26;0,22
"demanda";0,12;0,66;0,69;0,12;0;0,09;0,13;0,13
"mediar";0,04;0,24;0,02;0,02;0,06;0,06;0,05;0,09
"crear";1,14;1,2;1,01;0,88;0,39;1,23;1,08;0,78
"retrato";0,01;0;0;0;0;0,03;0,01;0,01
"fotografía";0,07;0;0,06;0,09;0;0,04;0,04;0,03
"lugar";0,81;0,6;0,56;0,63;0,75;0,57;0,41;0,56
"vídeo";0,21;0,12;0;0;0,06;0,07;0,16;0,19
"manipulación";0,02;0,06;0,06;0,08;0;0,02;0,04;0,02
"orientar";0,04;0,66;0,22;0,28;0,57;0,14;0,2;0,17
"estadística";0,09;0,18;0,02;0,05;0,09;0,03;0,03;0,04
"demostrar";0,65;0,18;0,15;0,22;0,06;0,22;0,24;0,21
"pieza";0,01;0;0,06;0,02;0,03;0,01;0,03;0,04
"imitar";0,03;0;0,06;0,05;0,15;0,08;0,02;0,03
"estilo";0,16;0,3;0,04;0,04;0,06;0,19;0,3;0,17
"artista";0,09;0;0;0;0;0,06;0,03;0,01
"normalmente";0,03;0,06;0,04;0,04;0,09;0,04;0,02;0,01
"abordadas";0;0;0;0;0,03;0,01;0,01;0,01
"automatización";0,1;1,37;0,28;0,13;0,06;0,19;0,14;0,14
"lógico";0,07;0;0,09;0,03;0,12;0,06;0,06;0,05
"través";1,05;0,6;0,62;0,54;0,63;0,69;0,68;0,67
"aprovechamiento";0,01;0;0,04;0,08;0,03;0,02;0,03;0,04
"organización";0,15;0,12;0,37;0,66;0,27;0,29;0,49;0,19
"sugerencia";0,04;0;0;0,04;0,03;0,18;0,16;0,06
"calidad";0,2;0,18;0,47;0,32;0,24;0,5;0,59;0,61
"opción";0,09;0,06;0,06;0,76;0,3;0,25;0,21;0,2
"tender";0,09;0,06;0,09;0,06;0,03;0,06;0,04;0,1
"reforzar";0,03;0;0,13;0,23;0,06;0,07;0,09;0,16
"hecho";0,9;0,42;0,28;0,51;0,12;0,34;0,24;0,25
"así";0,8;0,84;1,18;0,98;1,24;0,8;0,92;0,99
"denominación";0;0;0;0;0;0,01;0,02;0,01
"observar";0,31;0,12;0,11;0,05;0,3;0,18;0,21;0,3
"siempre";0,48;0,24;0,06;0,13;0,3;0,45;0,22;0,3
"fácil";0,25;0,36;0,02;0,15;0,15;0,16;0,1;0,06
"trasladar";0,05;0,06;0,04;0,01;0,03;0,02;0,01;0,02
"dependiente";0,01;0,06;0;0,01;0;0,01;0,02;0,04
"disponible";0,27;0,48;0,34;0,28;0,21;0,29;0,24;0,5
"cidad";0;0;0,06;0;0;0;0,02;0,01
"tratar";0,34;0,24;0,45;0,19;0,78;0,36;0,3;0,39
"razonamiento";0,05;0,12;0,04;0,07;0,18;0,26;0,08;0,07
"investigador";0,37;0,42;0,37;0,49;0,51;0,29;0,34;0,19
"nosotros";2,52;0,84;0,24;0,18;1,81;1,34;1,02;1,2
"manifestar";0,07;0;0,02;0,01;0,03;0,03;0,05;0,08
"comunidad";0,37;0,06;0,17;0,66;0,3;0,31;0,35;0,3
"referir";0,16;0,18;0,11;0,14;0,24;0,15;0,16;0,16
"automatizar";0,09;0,36;0,28;0,58;0,15;0,14;0,21;0,18
"self";0,01;0;0;0,02;0,03;0,06;0,12;0,07
"generativos";0;0;0;0;0;0,01;0,05;0,03
"soler";0,18;0,36;0,04;0,21;0,21;0,12;0,11;0,13
"hallar";0,02;0;0;0;0;0,03;0,02;0,02
"único";0,25;0,18;0,17;0,12;0,06;0,17;0,19;0,2
"igual";0,2;0;0,11;0,16;0,12;0,19;0,14;0,13
"convivir";0;0,06;0;0,02;0;0,02;0,01;0,02
"diferente";1,08;0,66;0,49;0,56;1,09;0,77;0,76;0,7
"especialización";0,01;0;0,09;0,03;0;0,01;0,02;0,03
"experto";0,27;0,72;0,13;0,27;0,54;0,24;0,27;0,18
"constante";0,23;0,42;0,11;0,03;0,18;0,14;0,22;0,36
"evolución";0,13;0,06;0,09;0,22;0,15;0,14;0,28;0,21
"cambiar";0,71;0,48;0,17;0,14;0,3;0,4;0,2;0,74
"medida";0,39;0,48;0,75;0,4;0,9;0,44;0,33;0,4
"enfoque";0,42;1,08;0,22;1,13;0,36;0,6;0,86;0,91
"limitar";0,27;0,36;0,3;0,27;0,12;0,22;0,21;0,3
"evitar";0,2;0,06;0,34;0,21;0,27;0,17;0,2;0,25
"ambigüedad";0,01;0;0;0;0;0,02;0,02;0,02
"curricular";0,02;0,06;0;0,01;0;0,03;0,11;0,07
"project";0;0,06;0;0,08;0;0,02;0,04;0,03
"google";1,28;0,24;0,06;0,48;0,18;0,45;0,47;0,31
"dall";0;0;0;0;0;0,05;0,09;0,04
"openai";0,01;0;0;0,02;0;0,2;0,17;0,13
"descripción";0,07;0,24;0;0,03;0,12;0,24;0,32;0,23
"textual";0;0;0;0;0,18;0,06;0,08;0,04
"conversación";0,1;0,18;0,11;0,13;0,09;0,31;0,15;0,11
"g";0,07;0,12;0,17;0,16;0,15;0,2;0,32;0,27
"gpt";0;0;0;0,02;0;0,31;0,35;0,3
"generative";0;0,06;0;0;0;0,16;0,12;0,19
"pre";0;0,12;0,24;0,02;0,03;0,04;0,14;0,21
"trained";0;0;0;0,03;0;0,01;0,01;0,02
"transformer";0;0;0;0;0;0,02;0,03;0,02
"transformador";0,02;0;0;0,03;0;0,04;0,07;0,07
"generativo";0;0;0;0;0;0,02;0,02;0,01
"preentrenado";0;0;0;0;0;0;0,01;0
"precisamente";0,05;0;0,02;0;0,03;0,05;0,03;0,04
"nombrar";0,03;0;0,04;0,01;0,06;0,01;0,01;0,01
"popular";0,09;0,12;0,04;0,15;0;0,04;0,04;0,07
"nes";0;0;0,67;0,06;0,21;0,04;0,11;0,15
"optar";0,04;0,06;0;0,03;0;0,03;0,03;0,04
"consideración";0,04;0,12;0,11;0,08;0,27;0,16;0,18;0,15
"mencionar";0,05;0,3;0,17;0,19;0,06;0,17;0,22;0,19
"popularización";0,01;0;0;0;0;0,01;0,01;0
"creer";0,29;0,36;0,15;0,08;0,03;0,17;0,19;0,14
"constituir";0,02;0,06;0,04;0,14;0,09;0,08;0,1;0,12
"novedad";0;0;0;0,02;0;0,02;0,03;0,07
"creencia";0,68;0,18;0;0,04;0,03;0,03;0,05;0,04
"ausencia";0,01;0;0,09;0,03;0,06;0,03;0,03;0,05
"historia";0,46;0,3;0,04;0,08;0,15;0,34;0,25;0,23
"evolucionar";0,07;0,12;0,06;0,06;0,06;0,06;0,08;0,11
"gura";0;0;0;0;0,06;0;0;0,01
"búsquedas";0,04;0,06;0,04;0,02;0,06;0,09;0,03;0,05
"enero";0,04;0;0,06;0,08;0,06;0,03;0,03;0,07
"2004";0,11;0;0;0,02;0,03;0,04;0,02;0,08
"actualidad";0,04;0,24;0,3;0,08;0,21;0,16;0,1;0,08
"apreciar";0,1;0,06;0,04;0;0;0,03;0,05;0,02
"marzo";0,01;0,06;0,17;0,07;0;0,05;0,06;0,05
"2023";0;0;0,02;0;0;1,95;1,62;2,28
"fenómeno";0,05;0,06;0;0,02;0,06;0,06;0,09;0,12
"coincidir";0,09;0;0;0,02;0;0,06;0,05;0,06
"mediático";0,01;0;0;0,08;0;0,02;0,02;0,06
"figura";0,02;0;0,11;0,46;0,54;0,28;0,58;0,43
"1943";0,01;0;0;0,01;0;0;0,01;0
"publicar";0,25;0,06;0,24;0,25;0,18;0,21;0,2;0,16
"trabajo";1,28;2,15;1,38;0,98;0,84;1,66;1,2;1,11
"allí";0,04;0;0,11;0,01;0,03;0,03;0,03;0,01
"neuronal";0,03;1,08;0;0,16;0,06;0,14;0,03;0,01
"servir";0,12;0,12;0,17;0,14;0,21;0,2;0,18;0,17
"inspiración";0,03;0;0,02;0,01;0;0,02;0,02;0,01
"neuronales";0,14;0,3;0,09;0,31;0,06;0,18;0,11;0,08
"mcculloch";0,02;0;0;0,02;0;0;0,01;0
"pitts";0,02;0;0;0,02;0;0;0,01;0
"1950";0,05;0,12;0,02;0,03;0;0,03;0,01;0,02
"alan";0,1;0,12;0,02;0,03;0,06;0,03;0,01;0,01
"turing";0,1;0,3;0,02;0,08;0,09;0,14;0,03;0,03
"habilitar";0,01;0;0,04;0,03;0;0,02;0,02;0,04
"expansión";0;0;0,09;0,05;0;0,02;0,04;0,04
"acceso";0,29;0,3;0,52;2,05;0,51;0,44;0,59;0,67
"volumen";0,14;0,06;0,24;0,02;0,21;0,07;0,08;0,08
"computing";0,02;0,06;0,06;0,03;0;0,04;0,03;0,07
"machinery";0,01;0,06;0;0,02;0;0,01;0,01;0,01
"intelligence";0,09;1,14;0,93;1,3;0,18;0,62;0,41;0,49
"prueba";0,43;0,3;0,37;0,27;0,27;0,32;0,26;0,31
"evaluar";0,2;0,3;0,06;0,3;0,36;0,48;0,49;0,57
"nombre";0,09;0;0,15;0,03;0,33;0,19;0,24;0,07
"aparición";0,1;0,18;0,02;0,02;0,09;0,06;0,06;0,07
"dartmouth";0;0,12;0;0,03;0,06;0,02;0,01;0,01
